doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
351_of_human_bondage_brat_0,1,c,,343,29,48,PROP,PER,339.0,3.0,2.0,PROP,,,,,,0.0,0.0,0.7878787878787878,0.18181818181818182,0.0,0.030303030303030304,,,,,,,33.0,3.0,,,,0.18181818181818182,0.7878787878787878,0.030303030303030304,,,,5.559392929077148,,,,0.47446010255973303,0.9365659952163696,Emma,"Emma_6
The nurse_1
I_2
You_1
she_10
Her_2
She_5
her_5
herself_1
",39.0,,,0.9
351_of_human_bondage_brat_0,0,o,o_c,344,48,48,NOM,FAC,,,,,133.0,210.0,35.0,NOM,FAC,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,FAC,2.0,0.0,,,,0.0,0.0,1.0,,0.10258215665817261,0.10258215665817261,1.0,1.3322465357088422,0.45312467217445374,downstairs,,,"downstairs_2
",2.0,0.5
351_of_human_bondage_brat_0,1,o,,345,49,49,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099289283633018,0.9143772125244141,a friend in the basement,,,,,0.9
351_of_human_bondage_brat_0,0,c,c_o,346,48,50,NOM,FAC,344.0,1.0,1.0,NOM,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,1.0,,,,0.0,0.0,1.0,,,,-3.0683047771453857,0.0,0.0,1.0,0.7680274925235459,0.8712134957313538,the basement,"downstairs_1
",2.0,,,0.9
351_of_human_bondage_brat_0,1,c,,347,2,50,PRON,PER,341.0,5.0,4.0,PRON,,,,,,0.5864661654135338,0.18796992481203006,0.22556390977443608,0.0,0.0,0.0,,,,,,,133.0,4.0,,,,0.08270676691729323,0.7744360902255639,0.14285714285714285,,,,6.196397304534912,,,,0.6541854983947674,0.9027956128120422,he,"a child_1
the child_7
Philip_9
him_20
He_14
Your_5
you_7
his_15
he_24
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_1
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,348,29,50,PRON,PER,343.0,4.0,3.0,PROP,,,,,,0.6764705882352942,0.08823529411764706,0.23529411764705882,0.0,0.0,0.0,,,,,,,34.0,3.0,,,,0.20588235294117646,0.7647058823529411,0.029411764705882353,,,,5.876434803009033,,,,0.5628832131909305,0.9218719601631165,her,"Emma_7
The nurse_1
I_2
You_1
she_10
Her_2
She_5
her_5
herself_1
",39.0,,,0.9
351_of_human_bondage_brat_0,1,o,,349,50,50,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6616189987506552,0.9048604965209961,the landing,,,,,0.9
351_of_human_bondage_brat_0,1,c,,350,2,51,PRON,PER,347.0,2.0,2.0,PRON,,,,,,0.5895522388059702,0.1865671641791045,0.22388059701492538,0.0,0.0,0.0,,,,,,,134.0,4.0,,,,0.08208955223880597,0.7761194029850746,0.1417910447761194,,,,6.172145843505859,,,,0.6479780435858374,0.905259907245636,He,"a child_1
the child_7
Philip_9
him_20
He_14
Your_5
you_7
his_15
he_25
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_1
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,0,c,c_o,351,20,51,PROP,PER,325.0,25.0,10.0,PRON,,,,,,0.0,0.0,0.5416666666666666,0.041666666666666664,0.0,0.4166666666666667,,,,,,,24.0,2.0,,,,0.375,0.5416666666666666,0.08333333333333333,,,,-0.5556057691574097,0.0,0.0,1.0,1.6474921801108193,0.5286902189254761,Henrietta Watkin,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_1
his godmother_1
My_1
",31.0,,,0.5
351_of_human_bondage_brat_0,1,c,,352,2,51,PRON,PER,350.0,1.0,1.0,PRON,,,,,,0.5925925925925926,0.18518518518518517,0.2222222222222222,0.0,0.0,0.0,,,,,,,135.0,4.0,,,,0.08148148148148149,0.7777777777777778,0.14074074074074075,,,,6.168988227844238,,,,0.5258066016582853,0.9220183491706848,His,"a child_1
the child_7
Philip_9
him_20
He_15
Your_5
you_7
his_15
he_25
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_1
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,353,7,51,NOM,PER,219.0,133.0,25.0,NOM,,,,,,0.0,0.0,0.6136363636363636,0.06818181818181818,0.0,0.3181818181818182,,,,,,,44.0,3.0,,,,0.045454545454545456,0.6136363636363636,0.3409090909090909,,,,3.782343864440918,,,,1.4668519310406825,0.5999597311019897,His mother,"Your mother_1
a woman_1
his mother_2
She_5
her_11
The woman_2
herself_1
she_8
Her_1
the woman_2
You_1
His mother_1
his patient_1
Mrs. Carey_2
your mamma_1
mamma_1
Your mamma_3
",48.0,,,0.6
351_of_human_bondage_brat_0,1,c,,354,20,51,PRON,PER,351.0,2.0,2.0,PROP,,,,,,0.04,0.48,0.48,0.0,0.0,0.0,,,,,,,25.0,3.0,,,,0.4,0.52,0.08,,,,2.6128556728363037,,,,1.9308962873012394,0.6554574370384216,my,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
",31.0,,,0.7
351_of_human_bondage_brat_0,1,o,,355,51,51,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3748131724947574,0.7661586999893188,my greatest friend,,,,,0.8
351_of_human_bondage_brat_0,1,c,,356,20,52,PRON,PER,354.0,1.0,1.0,PRON,,,,,,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,,,,,,,26.0,3.0,,,,0.38461538461538464,0.5384615384615384,0.07692307692307693,,,,3.1373910903930664,,,,2.0784519334972726,0.6333649158477783,I,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
my_1
",31.0,,,0.6
351_of_human_bondage_brat_0,1,c,,357,7,52,PRON,PER,353.0,3.0,2.0,NOM,,,,,,0.5777777777777777,0.022222222222222223,0.4,0.0,0.0,0.0,,,,,,,45.0,3.0,,,,0.044444444444444446,0.6,0.35555555555555557,,,,3.4167187213897705,,,,2.2524465660493,0.45836693048477173,she,"Your mother_1
a woman_1
his mother_2
She_5
her_11
The woman_2
herself_1
she_8
Her_1
the woman_2
You_1
His mother_2
his patient_1
Mrs. Carey_2
your mamma_1
mamma_1
Your mamma_3
",48.0,,,0.5
351_of_human_bondage_brat_0,1,c,,358,20,52,PRON,PER,356.0,1.0,1.0,PRON,,,,,,0.037037037037037035,0.5185185185185185,0.4444444444444444,0.0,0.0,0.0,,,,,,,27.0,3.0,,,,0.37037037037037035,0.5555555555555556,0.07407407407407407,,,,3.6717123985290527,,,,1.8778875749740453,0.678403377532959,You,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
my_1
I_1
",31.0,,,0.7
351_of_human_bondage_brat_0,1,c,,359,20,52,PROP,PER,358.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.5714285714285714,0.0,0.07142857142857142,0.35714285714285715,,,,,,,28.0,3.0,,,,0.35714285714285715,0.5714285714285714,0.07142857142857142,,,,2.9320075511932373,,,,2.3169406536042754,0.577620804309845,Henrietta,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
my_1
I_1
You_1
",31.0,,,0.6
351_of_human_bondage_brat_0,1,c,,360,20,52,PRON,PER,359.0,0.0,0.0,PROP,,,,,,0.3793103448275862,0.1724137931034483,0.4482758620689655,0.0,0.0,0.0,,,,,,,29.0,3.0,,,,0.3793103448275862,0.5517241379310345,0.06896551724137931,,,,4.427790641784668,,,,1.1746785748950377,0.8188988566398621,her,"Miss Watkin_8
she_5
She_3
her_3
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
my_1
I_1
You_1
Henrietta_1
",31.0,,,0.8
351_of_human_bondage_brat_0,1,c,,361,43,52,NOM,PER,327.0,33.0,12.0,PRON,,,,,,0.0,0.0,0.4,0.4,0.0,0.2,,,,,,,5.0,0.0,,,,0.0,0.4,0.6,,,,5.260800361633301,,,,0.6505631570938226,0.9048407077789307,her sister,"her sister_2
an elder sister , who had resigned herself contentedly to old age_1
herself_1
her_1
",7.0,,,0.9
351_of_human_bondage_brat_0,1,c,,362,43,52,PRON,PER,361.0,0.0,0.0,NOM,,,,,,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,,,,,,,6.0,0.0,,,,0.0,0.3333333333333333,0.6666666666666666,,,,4.5193772315979,,,,1.3906704836845234,0.6869884133338928,I,"her sister_3
an elder sister , who had resigned herself contentedly to old age_1
herself_1
her_1
",7.0,,,0.7
351_of_human_bondage_brat_0,1,c,,363,20,52,PRON,PER,360.0,2.0,1.0,PRON,,,,,,0.06666666666666667,0.5,0.43333333333333335,0.0,0.0,0.0,,,,,,,30.0,3.0,,,,0.36666666666666664,0.5666666666666667,0.06666666666666667,,,,4.1818742752075195,,,,1.3858059572081052,0.7783509492874146,you,"Miss Watkin_8
she_5
She_3
her_4
you_1
miss_1
Henrietta Watkin_2
his godmother_1
My_1
my_1
I_1
You_1
Henrietta_1
",31.0,,,0.8
351_of_human_bondage_brat_0,1,c,,364,44,52,NOM,PER,328.0,35.0,12.0,NOM,,,,,,0.0,0.0,0.25,0.0,0.0,0.75,,,,,,,4.0,2.0,,,,0.0,0.25,0.75,,,,0.9909331798553467,,,,1.9445602993048068,0.3276028633117676,the strangers,"friends_1
Two ladies , whom Philip did not know ,_1
they_1
the strange ladies_1
",5.0,,,0.3
351_of_human_bondage_brat_0,1,c,,365,2,52,NOM,PER,352.0,12.0,5.0,PRON,,,,,,0.0,0.0,0.7794117647058824,0.0,0.022058823529411766,0.19852941176470587,,,,,,,136.0,4.0,,,,0.08088235294117647,0.7794117647058824,0.13970588235294118,,,,4.953074932098389,,,,0.5065327290533154,0.922207236289978,Poor little boy,"a child_1
the child_7
Philip_9
him_20
He_15
Your_5
you_7
his_15
he_25
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,366,2,52,PRON,PER,365.0,0.0,0.0,NOM,,,,,,0.5912408759124088,0.18248175182481752,0.22627737226277372,0.0,0.0,0.0,,,,,,,137.0,4.0,,,,0.08029197080291971,0.7737226277372263,0.145985401459854,,,,5.914822578430176,,,,0.5517126384403787,0.9215900897979736,him,"a child_1
the child_7
Philip_9
him_20
He_15
Your_5
you_7
his_15
he_25
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,0,o,o_c,367,52,52,NOM,LOC,,,,,238.0,128.0,22.0,NOM,LOC,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,LOC,1.0,0.0,,,,0.0,0.0,1.0,,1.4655494689941406,1.4655494689941406,1.0,0.802975775144321,0.7774600386619568,the world,,,"the world_1
",1.0,0.8
351_of_human_bondage_brat_0,0,o,o_c,368,53,53,PRON,PER,,,,,332.0,35.0,13.0,PRON,PER,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,PER,2.0,0.0,,,,0.0,1.0,0.0,,0.6058607697486877,0.6058607697486877,1.0,3.0621429463071834,0.2844460904598236,I,,,"she_1
her_1
",2.0,0.3
351_of_human_bondage_brat_0,1,c,,369,2,54,PRON,PER,366.0,2.0,2.0,PRON,,,,,,0.5942028985507246,0.18115942028985507,0.2246376811594203,0.0,0.0,0.0,,,,,,,138.0,4.0,,,,0.07971014492753623,0.7753623188405797,0.14492753623188406,,,,6.361800670623779,,,,0.5300192336691486,0.9260101914405823,he,"a child_1
the child_7
Philip_9
him_21
He_15
Your_5
you_7
his_15
he_25
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,370,2,54,PRON,PER,369.0,0.0,0.0,PRON,,,,,,0.5971223021582733,0.17985611510791366,0.22302158273381295,0.0,0.0,0.0,,,,,,,139.0,4.0,,,,0.07913669064748201,0.7769784172661871,0.14388489208633093,,,,6.600717067718506,,,,0.5263276493030655,0.9282379746437073,he,"a child_1
the child_7
Philip_9
him_21
He_15
Your_5
you_7
his_15
he_26
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,371,2,54,PRON,PER,370.0,0.0,0.0,PRON,,,,,,0.6,0.17857142857142858,0.22142857142857142,0.0,0.0,0.0,,,,,,,140.0,4.0,,,,0.07857142857142857,0.7785714285714286,0.14285714285714285,,,,6.71839714050293,,,,0.5347735448345572,0.9255073666572571,his,"a child_1
the child_7
Philip_9
him_21
He_15
Your_5
you_7
his_15
he_27
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,372,7,54,NOM,PER,357.0,14.0,6.0,PRON,,,,,,0.0,0.0,0.6086956521739131,0.08695652173913043,0.0,0.30434782608695654,,,,,,,46.0,3.0,,,,0.043478260869565216,0.6086956521739131,0.34782608695652173,,,,4.349681854248047,,,,1.3096679229148434,0.7596156001091003,his mother,"Your mother_1
a woman_1
his mother_2
She_5
her_11
The woman_2
herself_1
she_9
Her_1
the woman_2
You_1
His mother_2
his patient_1
Mrs. Carey_2
your mamma_1
mamma_1
Your mamma_3
",48.0,,,0.8
351_of_human_bondage_brat_0,1,c,,373,29,54,PROP,PER,348.0,24.0,9.0,PRON,,,,,,0.0,0.0,0.7714285714285715,0.2,0.0,0.02857142857142857,,,,,,,35.0,3.0,,,,0.2,0.7714285714285715,0.02857142857142857,,,,5.526273250579834,,,,0.5858363624537319,0.9208388328552246,Emma,"Emma_7
The nurse_1
I_2
You_1
she_10
Her_2
She_5
her_6
herself_1
",39.0,,,0.9
351_of_human_bondage_brat_0,1,o,,374,54,54,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4287258192051218,0.4026854634284973,They,,,,,0.4
351_of_human_bondage_brat_0,1,c,,375,29,55,PRON,PER,373.0,1.0,1.0,PROP,,,,,,0.6666666666666666,0.08333333333333333,0.25,0.0,0.0,0.0,,,,,,,36.0,3.0,,,,0.2222222222222222,0.75,0.027777777777777776,,,,6.039610385894775,,,,0.6699044815987136,0.9052703380584717,she,"Emma_8
The nurse_1
I_2
You_1
she_10
Her_2
She_5
her_6
herself_1
",39.0,,,0.9
351_of_human_bondage_brat_0,1,o,,376,55,55,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.119411058275995,0.8320737481117249,the driver,,,,,0.8
351_of_human_bondage_brat_0,1,o,,377,56,56,NOM,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3445729741830021,0.7812508940696716,where to go,,,,,0.8
351_of_human_bondage_brat_0,1,c,,378,54,57,PRON,PER,374.0,3.0,3.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,1.0,0.0,,,,1.4535305500030518,,,,1.3320826758376643,0.4550894796848297,they,"They_1
",2.0,,,0.5
351_of_human_bondage_brat_0,0,c,c_c,379,30,57,NOM,FAC,317.0,61.0,18.0,NOM,164.0,214.0,38.0,NOM,FAC,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,FAC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.6573768854141235,2.58575177192688,0.6104926109313965,5.0,1.2462959166007428,0.4714866876602173,the house Mrs. Carey had died in,"home_4
",6.0,"Miss Watkin 's house in Onslow gardens_1
",1.0,0.5
351_of_human_bondage_brat_0,1,c,,380,7,57,PROP,PER,372.0,7.0,5.0,NOM,,,,,,0.0,0.0,0.5957446808510638,0.0425531914893617,0.0,0.3617021276595745,,,,,,,47.0,3.0,,,,0.0425531914893617,0.5957446808510638,0.3617021276595745,,,,1.4736772775650024,,,,2.704758045443366,0.38993722200393677,Mrs. Carey,"Your mother_1
a woman_1
his mother_3
She_5
her_11
The woman_2
herself_1
she_9
Her_1
the woman_2
You_1
His mother_2
his patient_1
Mrs. Carey_2
your mamma_1
mamma_1
Your mamma_3
",48.0,,,0.4
351_of_human_bondage_brat_0,0,c,c_c,381,30,57,PRON,FAC,379.0,1.0,1.0,NOM,164.0,216.0,38.0,NOM,FAC,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,FAC,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0017601251602173,2.9967596530914307,2.2052112817764282,3.0,2.4140074355239394,0.3826906681060791,it,"home_4
the house Mrs. Carey had died in_1
",6.0,"Miss Watkin 's house in Onslow gardens_1
",1.0,0.4
351_of_human_bondage_brat_0,1,o,,382,57,57,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1317679959080509,0.8271015882492065,"a dreary , respectable street between Notting Hill Gate and High Street , Kensington",,,,,0.8
351_of_human_bondage_brat_0,1,o,,383,58,58,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4096470031867703,0.7781436443328857,Notting Hill Gate,,,,,0.8
351_of_human_bondage_brat_0,1,o,,384,59,59,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8998286268576119,0.8713041543960571,High Street,,,,,0.9
351_of_human_bondage_brat_0,1,o,,385,60,60,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9912131715634646,0.8554331660270691,Kensington,,,,,0.9
351_of_human_bondage_brat_0,1,c,,386,29,61,PROP,PER,375.0,10.0,9.0,PRON,,,,,,0.0,0.0,0.7567567567567568,0.21621621621621623,0.0,0.02702702702702703,,,,,,,37.0,3.0,,,,0.21621621621621623,0.7567567567567568,0.02702702702702703,,,,6.028350830078125,,,,0.6753901684471608,0.908099353313446,Emma,"Emma_8
The nurse_1
I_2
You_1
she_11
Her_2
She_5
her_6
herself_1
",39.0,,,0.9
351_of_human_bondage_brat_0,1,c,,387,2,61,PROP,PER,371.0,15.0,10.0,PRON,,,,,,0.0,0.0,0.7801418439716312,0.06382978723404255,0.014184397163120567,0.14184397163120568,,,,,,,141.0,4.0,,,,0.07801418439716312,0.7801418439716312,0.14184397163120568,,,,5.43333101272583,,,,0.44448714881929563,0.9420217871665955,Philip,"a child_1
the child_7
Philip_9
him_21
He_15
Your_5
you_7
his_16
he_27
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,0,c,c_c,388,22,61,NOM,FAC,169.0,218.0,39.0,NOM,264.0,123.0,24.0,NOM,FAC,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,FAC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.8488678336143494,0.7770259380340576,0.3674490451812744,3.0,1.6249476505227511,0.40521755814552307,the drawing-room,"the drawing-room at Miss Watkin 's house in Onslow gardens_1
The room_1
",3.0,"the dining-room_1
",1.0,0.4
351_of_human_bondage_brat_0,1,c,,389,2,61,PRON,PER,387.0,1.0,1.0,PROP,,,,,,0.5985915492957746,0.176056338028169,0.22535211267605634,0.0,0.0,0.0,,,,,,,142.0,4.0,,,,0.08450704225352113,0.7746478873239436,0.14084507042253522,,,,6.324802398681641,,,,0.5658338803649225,0.9238077998161316,His,"a child_1
the child_7
Philip_10
him_21
He_15
Your_5
you_7
his_16
he_27
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_2
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,390,18,61,NOM,PER,245.0,144.0,30.0,PROP,,,,,,0.0,0.0,0.25,0.0,0.0,0.75,,,,,,,4.0,0.0,,,,0.25,0.25,0.5,,,,2.5346968173980713,,,,1.3764449555484444,0.7478233575820923,His uncle,"Mrs. Carey 's brother-in-law_1
he_1
Your Uncle_1
William_1
",5.0,,,0.7
351_of_human_bondage_brat_0,1,c,,391,2,61,PROP,PER,389.0,1.0,1.0,PRON,,,,,,0.0,0.0,0.7762237762237763,0.013986013986013986,0.06993006993006994,0.13986013986013987,,,,,,,143.0,4.0,,,,0.08391608391608392,0.7762237762237763,0.13986013986013987,,,,5.911551475524902,,,,0.414496197116231,0.9440656900405884,Master Philip,"a child_1
the child_7
Philip_10
him_21
He_15
Your_5
you_7
his_16
he_27
the warm body_1
darling_1
The child_1
himself_4
his body_1
The little boy_1
His_3
poor child_1
Master Philip_2
the little boy_2
You_2
You naughty boy_1
I_8
your_2
that child_1
She_1
My poor child_1
Poor little boy_1
",144.0,,,0.9
351_of_human_bondage_brat_0,1,c,,392,29,61,PROP,PER,386.0,5.0,3.0,PROP,,,,,,0.0,0.0,0.7368421052631579,0.23684210526315788,0.0,0.02631578947368421,,,,,,,38.0,3.0,,,,0.23684210526315788,0.7368421052631579,0.02631578947368421,,,,6.1385602951049805,,,,0.6759301729982966,0.9084603190422058,Emma,"Emma_9
The nurse_1
I_2
You_1
she_11
Her_2
She_5
her_6
herself_1
",39.0,,,0.9
2814_dubliners_brat_0,1,o,,0,0,0,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SISTERS,,,,,
2814_dubliners_brat_0,1,o,,1,1,1,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22845071435405545,0.939460039138794,him,,,,,0.9
2814_dubliners_brat_0,1,o,,2,2,2,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7972110291889761,0.7040931582450867,I,,,,,0.7
2814_dubliners_brat_0,1,o,,3,3,3,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43800918928889354,0.8980432152748108,the house,,,,,0.9
2814_dubliners_brat_0,1,c,,4,2,4,PRON,PER,2.0,1.0,1.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,1.0,0.0,,,,5.625429153442383,,,,0.09429358781231256,0.9857829809188843,I,"I_1
",123.0,,,1.0
2814_dubliners_brat_0,0,c,c_o,5,3,4,PRON,FAC,3.0,1.0,1.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,-2.115055799484253,0.0,-1.0781940619150798,3.0,1.1551934033952886,0.6263739466667175,it,"the house_1
",5.0,,,0.6
2814_dubliners_brat_0,1,c,,6,1,4,PRON,PER,1.0,4.0,2.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,1.0,0.0,,,,4.771355152130127,,,,0.11440930958113917,0.9816476106643677,he,"him_1
",61.0,,,1.0
2814_dubliners_brat_0,1,c,,7,2,4,PRON,PER,4.0,2.0,2.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.0,1.0,0.0,,,,5.319991111755371,,,,0.10425417130885267,0.9839667677879333,I,"I_2
",123.0,,,1.0
2814_dubliners_brat_0,1,c,,8,2,4,PRON,PER,7.0,0.0,0.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,,0.0,1.0,0.0,,,,5.841545104980469,,,,0.09583092211272903,0.9854823350906372,I,"I_3
",123.0,,,1.0
2814_dubliners_brat_0,1,c,,9,2,4,PRON,PER,8.0,0.0,0.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,0.0,,,,0.0,1.0,0.0,,,,5.850672245025635,,,,0.10292774847639673,0.9841826558113098,I,"I_4
",123.0,,,1.0
2814_dubliners_brat_0,1,o,,10,4,4,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21740943287895798,0.9588778614997864,a corpse,,,,,1.0
2814_dubliners_brat_0,1,c,,11,1,5,PRON,PER,6.0,4.0,2.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.0,1.0,0.0,,,,5.45768928527832,,,,0.1036025439251959,0.9845988750457764,He,"him_1
he_1
",61.0,,,1.0
2814_dubliners_brat_0,1,c,,12,2,5,PRON,PER,9.0,2.0,2.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,0.0,,,,0.0,1.0,0.0,,,,5.240757942199707,,,,0.15475010481200407,0.975438117980957,me,"I_5
",123.0,,,1.0
2814_dubliners_brat_0,1,c,,13,1,5,PRON,PER,11.0,1.0,1.0,PRON,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,,0.0,1.0,0.0,,,,5.218090057373047,,,,0.11822987192982551,0.9819774031639099,I,"him_1
he_1
He_1
",61.0,,,1.0
2814_dubliners_brat_0,1,o,,14,5,5,NOM,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26293481360421966,0.9533312916755676,this world,,,,,1.0
2814_dubliners_brat_0,1,c,,15,2,6,PRON,PER,12.0,2.0,2.0,PRON,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,0.0,,,,0.0,1.0,0.0,,,,5.826876163482666,,,,0.14992547735302975,0.9771066308021545,I,"I_5
me_1
",123.0,,,1.0
